ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2023,11500,강서구,10300,화곡동,1,대지,0105,0530,우성베네치아,2023-05-10,22500,55.8,33.99,5.0,,,2011,연립다세대,직거래,
2023,11380,은평구,10500,구산동,1,대지,0177,0083,파크원,2023-05-10,29000,50.48,27.98,3.0,,,2018,연립다세대,중개거래,경기 고양일산동구
2023,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,2023-05-10,58500,84.09,0.0,20.0,,,2005,아파트,중개거래,서울 성북구
2023,11530,구로구,10600,고척동,1,대지,0227,0001,한성,2023-05-10,43000,78.8,0.0,1.0,,,1986,아파트,중개거래,서울 구로구
2023,11680,강남구,10800,논현동,1,대지,0108,0002,제이빌,2023-05-10,50000,36.53,0.0,7.0,,,2004,아파트,직거래,
2023,11410,서대문구,11000,북아현동,,,,,,2023-05-10,112557,177.0,109.0,0.0,,,1991,단독다가구,중개거래,"서울 마포구, 서울 서대문구"
2023,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,2023-05-10,49000,49.5,0.0,2.0,,,1990,아파트,중개거래,서울 노원구
2023,11440,마포구,10100,아현동,1,대지,0733,0000,효성인텔리안,2023-05-10,14000,21.9,30.22,10.0,,,2005,오피스텔,중개거래,서울 마포구
2023,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,2023-05-10,40000,39.92,0.0,2.0,,,1990,아파트,중개거래,서울 노원구
2023,11680,강남구,10500,삼성동,1,대지,0157,0014,현대썬앤빌 삼성역,2023-05-10,55000,28.34,37.96,14.0,,,2019,오피스텔,중개거래,서울 강남구
2023,11590,동작구,10200,상도동,1,대지,0279,0482,은혜빌,2023-05-10,22000,50.45,29.29,3.0,,,2011,연립다세대,중개거래,서울 동작구
2023,11440,마포구,12400,연남동,1,대지,0493,0027,홍익하이빌,2023-05-10,43000,57.06,0.0,3.0,,,2004,아파트,중개거래,서울 마포구
2023,11305,강북구,10300,수유동,1,대지,0511,0015,은혜하이빌,2023-05-10,23500,38.31,29.01,2.0,,,2016,연립다세대,중개거래,서울 강북구
2023,11650,서초구,10100,방배동,1,대지,0895,0021,퍼스트캐슬B동,2023-05-10,25000,18.21,10.08,5.0,,,2015,연립다세대,중개거래,서울 서초구
2023,11290,성북구,12800,보문동6가,1,대지,0002,0000,웰하우스,2023-05-10,35000,36.83,21.89,4.0,,,2015,연립다세대,중개거래,서울 성북구
2023,11680,강남구,11000,압구정동,1,대지,0369,0001,"현대2차(10,11,20,23,24,25동)",2023-05-10,545000,160.51,0.0,11.0,,,1976,아파트,중개거래,서울 강남구
2023,11350,노원구,10200,월계동,1,대지,0376,0016,제이하임,2023-05-10,39000,53.02,33.12,5.0,,,2023,연립다세대,중개거래,"서울 노원구, 서울 도봉구"
2023,11740,강동구,10600,둔촌동,1,대지,0089,0000,현대4,2023-05-10,85000,114.9,0.0,11.0,,,1996,아파트,중개거래,서울 강동구
2023,11710,송파구,10100,잠실동,1,대지,0019,0000,잠실엘스,2023-05-10,220000,84.8,0.0,19.0,,,2008,아파트,중개거래,서울 송파구
2023,11410,서대문구,11200,대현동,1,대지,0101,0007,혜우,2023-05-10,80000,129.27,0.0,15.0,,,1996,아파트,중개거래,서울 마포구
2023,11560,영등포구,10200,영등포동1가,1,대지,0094,0002,여의도더리브스타일,2023-05-10,19000,14.84,0.0,7.0,,,2020,아파트,직거래,
2023,11305,강북구,10300,수유동,1,대지,0023,0010,신우팰리스,2023-05-10,17000,36.5,21.73,3.0,,,2015,연립다세대,중개거래,서울 강북구
2023,11500,강서구,10300,화곡동,1,대지,0424,0209,남광아트빌A동,2023-05-10,25000,35.54,24.11,3.0,,,2018,연립다세대,중개거래,서울 강서구
2023,11560,영등포구,10900,영등포동8가,1,대지,0045,0008,리안펠리체,2023-05-10,12000,18.68,25.62,4.0,,20230510,2014,오피스텔,중개거래,서울 구로구
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,23900,24.31,15.77,4.0,,,2019,연립다세대,직거래,
2023,11215,광진구,10500,자양동,1,대지,0520,0002,우성2,2023-05-10,80800,51.57,0.0,8.0,,,1989,아파트,중개거래,서울 광진구
2023,11350,노원구,10500,상계동,1,대지,0740,0000,상계주공2(고층),2023-05-10,62000,58.01,0.0,6.0,,,1987,아파트,중개거래,서울 노원구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,26000,29.23,19.34,3.0,,,2023,연립다세대,직거래,
2023,11500,강서구,10100,염창동,1,대지,0248,0003,삼성하나로,2023-05-10,60000,59.26,0.0,10.0,,,1994,아파트,중개거래,"서울 강서구, 서울 영등포구"
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,28200,29.52,19.15,5.0,,20230515,2019,연립다세대,직거래,
2023,11530,구로구,10900,궁동,1,대지,0278,0008,아이리스빌,2023-05-10,23500,60.49,34.45,3.0,,,2008,연립다세대,중개거래,서울 구로구
2023,11620,관악구,10100,봉천동,1,대지,0100,0278,수광빌라,2023-05-10,15000,31.38,17.0,4.0,,,1993,연립다세대,중개거래,서울 관악구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,26000,29.23,19.34,3.0,,,2023,연립다세대,직거래,
2023,11560,영등포구,13200,신길동,1,대지,0410,0145,미성빌라,2023-05-10,120000,48.93,49.12,1.0,,,1987,연립다세대,중개거래,서울 영등포구
2023,11740,강동구,10900,천호동,1,대지,0282,0026,강동맨션,2023-05-10,50000,59.17,82.0,2.0,,,1979,연립다세대,중개거래,서울 강동구
2023,11440,마포구,12700,상암동,1,대지,1596,0000,"상암DMC푸르지오시티, S-City",2023-05-10,19200,18.96,29.43,7.0,,,2017,오피스텔,중개거래,서울 마포구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,26150,29.23,19.34,4.0,,,2023,연립다세대,직거래,
2023,11380,은평구,10400,갈현동,1,대지,0300,0183,리스아트빌(B),2023-05-10,51000,37.56,23.27,3.0,,,2002,연립다세대,중개거래,서울 은평구
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,23100,22.65,14.69,6.0,,20230515,2019,연립다세대,직거래,
2023,11560,영등포구,11000,여의도동,1,대지,0050,0000,시범,2023-05-10,139000,60.96,0.0,5.0,,,1971,아파트,중개거래,서울 영등포구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25600,29.23,19.34,2.0,,,2023,연립다세대,직거래,
2023,11650,서초구,10700,반포동,1,대지,0030,0026,반포리체,2023-05-10,210000,59.99,0.0,15.0,,,2010,아파트,중개거래,"서울 서초구, 서울 성동구"
2023,11260,중랑구,10100,면목동,1,대지,0066,0074,(66-74)도원하늘채,2023-05-10,36000,51.73,31.52,3.0,,,2016,연립다세대,중개거래,서울 중랑구
2023,11440,마포구,12500,성산동,1,대지,0258,0019,석우빌라,2023-05-10,30000,58.35,32.65,2.0,,,2000,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25600,29.23,19.34,2.0,,,2023,연립다세대,직거래,
2023,11500,강서구,10500,마곡동,1,대지,0758,0002,마곡일성트루엘플래닛,2023-05-10,15000,21.43,29.93,13.0,,20230513,2016,오피스텔,중개거래,서울 강서구
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,28200,29.64,19.23,2.0,,20230515,2019,연립다세대,직거래,
2023,11440,마포구,12300,망원동,1,대지,0467,0025,아성,2023-05-10,20000,46.68,19.88,3.0,,,1993,연립다세대,직거래,
2023,11215,광진구,10300,구의동,1,대지,0052,0020,동서화운트빌(52-20),2023-05-10,46000,57.4,28.97,2.0,,,2011,연립다세대,중개거래,서울 광진구
2023,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,2023-05-10,63500,59.99,0.0,23.0,,,2005,아파트,중개거래,"서울 관악구, 서울 성동구"
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,22500,22.6,14.66,4.0,,,2019,연립다세대,직거래,
2023,11560,영등포구,11000,여의도동,1,대지,0032,0000,수정,2023-05-10,210000,150.65,0.0,1.0,,,1976,아파트,중개거래,서울 영등포구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25350,28.75,19.02,5.0,,,2023,연립다세대,직거래,
2023,11305,강북구,10400,우이동,1,대지,0028,0002,보광맨션,2023-05-10,12000,32.31,14.55,-1.0,,,1991,연립다세대,직거래,
2023,11305,강북구,10100,미아동,1,대지,0160,0014,그랜드파크,2023-05-10,17000,18.48,26.11,7.0,,,2020,오피스텔,직거래,
2023,11590,동작구,10700,사당동,1,대지,0105,0000,신동아4,2023-05-10,52800,59.89,0.0,2.0,,,1993,아파트,중개거래,경기 안양만안구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25650,28.18,18.64,5.0,,,2023,연립다세대,직거래,
2023,11560,영등포구,10900,영등포동8가,1,대지,0045,0008,리안펠리체,2023-05-10,12000,18.68,25.62,4.0,,,2014,오피스텔,중개거래,서울 구로구
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,22800,22.87,14.83,6.0,,20230515,2019,연립다세대,직거래,
2023,11740,강동구,10100,명일동,1,대지,0038,0000,삼익그린11차,2023-05-10,88000,66.87,0.0,5.0,,,1986,아파트,중개거래,서울 강동구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25200,27.84,18.42,2.0,,,2023,연립다세대,직거래,
2023,11440,마포구,10900,염리동,1,대지,0532,0000,마포프레스티지자이,2023-05-10,178000,84.94,0.0,10.0,,,2021,아파트,중개거래,"서울 마포구, 서울 영등포구"
2023,11215,광진구,10700,화양동,1,대지,0113,0001,광진코지웰,2023-05-10,14000,14.73,0.0,11.0,,,2014,아파트,중개거래,서울 광진구
2023,11290,성북구,13600,하월곡동,1,대지,0088,0510,삼전솔하임3차,2023-05-10,11400,15.54,0.0,14.0,,,2013,아파트,중개거래,서울 성북구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25350,27.84,18.42,3.0,,,2023,연립다세대,직거래,
2023,11380,은평구,10700,응암동,1,대지,0766,0000,백련산파크자이,2023-05-10,89000,84.9,0.0,6.0,,,2021,아파트,중개거래,서울 은평구
2023,11215,광진구,10500,자양동,1,대지,0002,0002,건대입구역자이엘라,2023-05-10,29000,18.1,32.38,9.0,,,2022,오피스텔,중개거래,서울 광진구
2023,11410,서대문구,11800,홍은동,1,대지,0186,0022,서강1차(1동),2023-05-10,35000,79.7,0.0,3.0,,,1988,아파트,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25250,27.75,18.36,3.0,,,2023,연립다세대,직거래,
2023,11215,광진구,10500,자양동,1,대지,0236,0000,롯데캐슬 리버파크 시그니처,2023-05-10,80000,84.9,0.0,10.0,분양권,20230510,0,아파트,직거래,
2023,11590,동작구,10700,사당동,1,대지,0257,0023,(257-23),2023-05-10,20000,36.48,29.1,-1.0,,,1986,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0611,0022,성강케렌시아,2023-05-10,34600,49.48,34.31,3.0,,,2018,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,25400,27.75,18.36,4.0,,,2023,연립다세대,직거래,
2023,11470,양천구,10100,신정동,1,대지,0314,0000,목동신시가지8,2023-05-10,113000,54.94,0.0,9.0,,,1987,아파트,중개거래,"서울 양천구, 서울 영등포구"
2023,11305,강북구,10100,미아동,1,대지,0160,0014,그랜드파크,2023-05-10,16500,18.48,26.11,7.0,,,2020,오피스텔,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,24600,27.75,18.36,2.0,,,2023,연립다세대,직거래,
2023,11470,양천구,10300,신월동,1,대지,1075,0000,목동센트럴아이파크위브1단지,2023-05-10,97000,84.97,0.0,13.0,,,2020,아파트,중개거래,서울 양천구
2023,11620,관악구,10200,신림동,1,대지,1727,0000,그대家,2023-05-10,53000,59.6,0.0,19.0,,,2003,아파트,중개거래,서울 관악구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,23050,26.27,17.37,5.0,,,2023,연립다세대,직거래,
2023,11590,동작구,10700,사당동,1,대지,1139,0000,사당자이,2023-05-10,73500,60.0,0.0,5.0,,,1999,아파트,중개거래,서울 동작구
2023,11500,강서구,10300,화곡동,1,대지,1056,0021,SK파크리움,2023-05-10,23900,24.15,15.66,4.0,,20230515,2019,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,23700,26.07,17.24,3.0,,,2023,연립다세대,직거래,
2023,11305,강북구,10300,수유동,1,대지,0469,0265,삼성S클래스,2023-05-10,15500,29.52,23.06,5.0,,,2017,연립다세대,직거래,
2023,11590,동작구,10200,상도동,1,대지,0223,0010,구삼빌라(223-10),2023-05-10,21500,49.55,21.15,2.0,,,1993,연립다세대,중개거래,서울 동작구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,23600,26.07,17.24,2.0,,,2023,연립다세대,직거래,
2023,11590,동작구,10200,상도동,1,대지,0209,0014,명성빌라,2023-05-10,43000,77.79,37.98,2.0,,,2002,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,1563,0007,경민아트,2023-05-10,31000,80.08,36.32,4.0,,,2003,연립다세대,중개거래,"서울 관악구, 서울 서초구"
2023,11530,구로구,10100,신도림동,1,대지,0646,0000,대림e-편한세상4,2023-05-10,158000,152.07,0.0,7.0,,,2003,아파트,직거래,
2023,11215,광진구,10500,자양동,1,대지,0236,0000,롯데캐슬 리버파크 시그니처,2023-05-10,104650,84.9,0.0,10.0,분양권,,0,아파트,직거래,
2023,11215,광진구,10500,자양동,1,대지,0684,0010,684-10,2023-05-10,49000,28.64,19.29,6.0,,,2015,연립다세대,중개거래,서울 광진구
2023,11470,양천구,10300,신월동,1,대지,0946,0001,대성주택(3동),2023-05-10,24500,44.19,32.36,1.0,,,1986,연립다세대,중개거래,서울 양천구
2023,11590,동작구,10800,대방동,1,대지,0393,0060,삼미아트빌가동,2023-05-10,45000,63.27,25.75,3.0,,,2002,연립다세대,중개거래,서울 동작구
2023,11500,강서구,10200,등촌동,1,대지,0641,0002,등촌2차 크라운팰리스,2023-05-10,24200,27.9,35.4,5.0,,,2020,오피스텔,중개거래,서울 강서구
2023,11500,강서구,10200,등촌동,1,대지,0641,0002,등촌2차 크라운팰리스,2023-05-10,25200,27.9,35.4,14.0,,,2020,오피스텔,중개거래,서울 강서구
2023,11230,동대문구,10600,장안동,1,대지,0385,0006,더존팰리스,2023-05-10,36000,40.02,29.63,3.0,,,2016,연립다세대,중개거래,서울 동대문구
2023,11500,강서구,10300,화곡동,1,대지,0162,0013,대동빌라,2023-05-10,20700,51.63,27.51,5.0,,,2001,연립다세대,중개거래,서울 강서구
2023,11305,강북구,10300,수유동,1,대지,0468,0228,동아쉐르빌,2023-05-10,25400,44.12,26.84,3.0,,,2014,연립다세대,중개거래,서울 강북구
2023,11290,성북구,13300,정릉동,1,대지,0817,0003,동해솔밭맨션,2023-05-10,12000,43.34,30.96,1.0,,,1998,연립다세대,중개거래,경기 양주시
2023,11350,노원구,10500,상계동,1,대지,1355,0000,노원센트럴푸르지오,2023-05-10,74000,60.0,0.0,5.0,,,2021,아파트,중개거래,서울 노원구
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,34450,37.41,24.75,4.0,,,2023,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,0610,0185,네이처빌,2023-05-10,32650,36.47,24.12,4.0,,,2023,연립다세대,직거래,
2023,11560,영등포구,11000,여의도동,1,대지,0028,0000,광장,2023-05-09,233000,139.14,0.0,3.0,,,1978,아파트,중개거래,"서울 영등포구, 서울 은평구"
2023,11230,동대문구,10500,답십리동,1,대지,0041,0000,동서울한양,2023-05-09,50800,59.67,0.0,6.0,,,1989,아파트,중개거래,"서울 금천구, 서울 동대문구"
2023,11380,은평구,10800,역촌동,1,대지,0030,0010,골드클래스(30-10),2023-05-09,20650,29.91,18.7,5.0,,,2011,연립다세대,중개거래,서울 은평구
2023,11305,강북구,10100,미아동,1,대지,0223,0006,동방플러스(223-6),2023-05-09,20700,27.6,19.87,2.0,,,2015,연립다세대,중개거래,서울 강북구
2023,11380,은평구,10300,불광동,1,대지,0149,0000,MKSTAY,2023-05-09,45500,56.31,40.54,3.0,,,2022,연립다세대,직거래,
2023,11350,노원구,10200,월계동,1,대지,0436,0000,동신,2023-05-09,55700,71.77,0.0,7.0,,,1983,아파트,중개거래,서울 노원구
2023,11530,구로구,10600,고척동,1,대지,0306,0000,경남2,2023-05-09,48500,71.07,0.0,2.0,,,1999,아파트,중개거래,서울 구로구
2023,11230,동대문구,10200,용두동,1,대지,0112,0008,동대문한양아이클래스,2023-05-09,10500,18.48,25.74,12.0,,,2014,오피스텔,중개거래,서울 동대문구
2023,11545,금천구,10200,독산동,1,대지,1007,0013,e편한세상독산더타워,2023-05-09,86000,84.93,0.0,15.0,,,2019,아파트,중개거래,서울 금천구
2023,11590,동작구,10200,상도동,1,대지,0022,0038,다나네스트빌(22-38),2023-05-09,28700,46.11,25.76,4.0,,,2008,연립다세대,중개거래,서울 동작구
2023,11710,송파구,10400,송파동,1,대지,0095,0026,구성빌리지,2023-05-09,24000,47.4,24.94,4.0,,,1992,연립다세대,중개거래,서울 강남구
2023,11560,영등포구,11500,당산동5가,1,대지,0011,0033,당산디오빌,2023-05-09,34500,28.86,0.0,9.0,,,2005,아파트,중개거래,서울 영등포구
2023,11260,중랑구,10100,면목동,1,대지,1529,0000,경남아너스빌,2023-05-09,80000,84.96,0.0,9.0,,,2006,아파트,중개거래,서울 중랑구
2023,11470,양천구,10300,신월동,1,대지,0075,0037,동원8차B동,2023-05-09,17000,37.86,28.1,2.0,,,1986,연립다세대,직거래,
2023,11350,노원구,10300,공릉동,1,대지,0362,0014,공릉파크빌(B동),2023-05-09,23000,49.91,29.42,4.0,,,2009,연립다세대,중개거래,서울 노원구
2023,11740,강동구,10100,명일동,1,대지,0359,0000,래미안솔베뉴,2023-05-09,108500,59.32,0.0,16.0,,,2019,아파트,중개거래,서울 강동구
2023,11230,동대문구,10600,장안동,1,대지,0415,0001,양지 쉐르빌아파트,2023-05-09,36000,72.0,91.28,3.0,,,2016,오피스텔,중개거래,서울 광진구
2023,11260,중랑구,10500,망우동,1,대지,0343,0002,하우지움3차,2023-05-09,31500,26.81,18.1,4.0,,,2020,연립다세대,중개거래,서울 중랑구
2023,11590,동작구,10800,대방동,1,대지,0013,0129,미래하이츠빌(나),2023-05-09,72000,44.34,22.07,1.0,,,2002,연립다세대,중개거래,서울 동작구
2023,11260,중랑구,10100,면목동,1,대지,1548,0000,쌍용더플래티넘용마산,2023-05-09,82000,59.97,0.0,3.0,,,2020,아파트,중개거래,서울 중랑구
2023,11740,강동구,10800,성내동,1,대지,0407,0002,동방,2023-05-09,48000,71.4,0.0,5.0,,,1995,아파트,중개거래,서울 강동구
2023,11500,강서구,10200,등촌동,1,대지,0656,0036,아이디움,2023-05-09,12000,17.31,23.97,8.0,,,2014,오피스텔,중개거래,경기 부천시
2023,11380,은평구,10400,갈현동,1,대지,0281,0110,한솔쉐르빌,2023-05-09,49427,39.68,21.68,3.0,,,2002,연립다세대,중개거래,"서울 서초구, 서울 은평구"
2023,11305,강북구,10100,미아동,1,대지,1357,0000,삼각산아이원,2023-05-09,69000,84.71,0.0,6.0,,,2003,아파트,직거래,
2023,11440,마포구,10500,용강동,1,대지,0494,0101,서원빌,2023-05-09,45000,50.28,28.73,3.0,,,2006,연립다세대,중개거래,서울 마포구
2023,11305,강북구,10300,수유동,1,대지,0730,0000,래미안수유,2023-05-09,75000,84.99,0.0,10.0,,,2001,아파트,중개거래,서울 강북구
2023,11710,송파구,10200,신천동,1,대지,0011,0000,장미2,2023-05-09,140000,82.45,0.0,5.0,,,1979,아파트,직거래,
2023,11545,금천구,10200,독산동,1,대지,0964,0039,하이팰리스(964-39),2023-05-09,31800,57.0,34.26,2.0,,,2017,연립다세대,중개거래,서울 관악구
2023,11305,강북구,10400,우이동,1,대지,0063,0005,보림빌라,2023-05-09,12200,43.44,24.82,1.0,,,1991,연립다세대,중개거래,서울 강북구
2023,11530,구로구,10200,구로동,1,대지,1267,0000,신도림태영타운,2023-05-09,93500,84.87,0.0,11.0,,,2000,아파트,중개거래,"서울 강서구, 서울 구로구"
2023,11500,강서구,10100,염창동,1,대지,0298,0000,일신건영휴먼빌,2023-05-09,86000,84.93,0.0,9.0,,,2004,아파트,중개거래,서울 강서구
2023,11410,서대문구,11800,홍은동,1,대지,0265,0099,퍼스트힐,2023-05-09,15000,39.66,30.74,3.0,,,2016,연립다세대,중개거래,서울 서대문구
2023,11320,도봉구,10600,방학동,1,대지,0719,0002,북한산현대렉시온오피스텔,2023-05-09,13000,27.76,36.18,13.0,,,2004,오피스텔,중개거래,서울 도봉구
2023,11320,도봉구,10700,창동,1,대지,0810,0000,신창,2023-05-09,32000,39.6,0.0,6.0,,,1998,아파트,중개거래,서울 도봉구
2023,11500,강서구,10300,화곡동,1,대지,0488,0048,월드맨션,2023-05-09,25000,65.73,33.66,1.0,,,1997,연립다세대,중개거래,서울 양천구
2023,11380,은평구,10200,녹번동,,,,,,2023-05-09,58000,108.13,96.0,0.0,,,1975,단독다가구,중개거래,서울 은평구
2023,11140,중구,16500,황학동,1,대지,2545,0000,롯데캐슬,2023-05-09,92000,84.89,0.0,33.0,,,2008,아파트,중개거래,서울 중구
2023,11410,서대문구,11000,북아현동,1,대지,1011,0000,신촌푸르지오,2023-05-09,132200,84.96,0.0,8.0,,,2015,아파트,중개거래,서울 서대문구
2023,11290,성북구,13300,정릉동,1,대지,0210,0000,정릉푸른마을동아,2023-05-09,52800,59.4,0.0,15.0,,,2003,아파트,중개거래,서울 성북구
2023,11200,성동구,10600,사근동,,,,,,2023-05-09,130000,158.15,132.0,0.0,,,1966,단독다가구,중개거래,서울 강남구
2023,11290,성북구,13800,장위동,1,대지,0322,0000,래미안포레카운티,2023-05-09,73160,59.92,0.0,14.0,,,2021,아파트,직거래,
2023,11230,동대문구,10200,용두동,1,대지,0236,0001,신설동역대우아이빌(236-1),2023-05-09,13800,27.63,38.38,7.0,,,2004,오피스텔,중개거래,"서울 동대문구, 서울 종로구"
2023,11740,강동구,11000,강일동,1,대지,0677,0005,유러피안하우스II,2023-05-09,6430,15.36,25.49,8.0,,,2013,오피스텔,중개거래,서울 강동구
2023,11410,서대문구,11000,북아현동,,,,,,2023-05-09,120000,228.12,126.0,0.0,,,1990,단독다가구,중개거래,서울 서대문구
2023,11500,강서구,10500,마곡동,1,대지,0776,0002,마곡센트럴대방디엠시티오피스텔,2023-05-09,30000,39.97,57.41,13.0,,,2017,오피스텔,직거래,
2023,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,2023-05-09,12950,24.22,31.39,5.0,,,2013,오피스텔,중개거래,서울 마포구
2023,11305,강북구,10100,미아동,1,대지,1353,0000,에스케이북한산시티,2023-05-09,58000,59.98,0.0,17.0,,,2004,아파트,중개거래,서울 강북구
2023,11350,노원구,10500,상계동,1,대지,0995,0000,한신4차,2023-05-09,52000,84.84,0.0,12.0,,,1995,아파트,직거래,
2023,11230,동대문구,10500,답십리동,1,대지,0530,0004,보광타워,2023-05-09,23000,22.96,0.0,10.0,,,2019,아파트,중개거래,서울 동대문구
2023,11320,도봉구,10800,도봉동,1,대지,0641,0000,서원,2023-05-09,29000,40.02,0.0,9.0,,,1996,아파트,중개거래,서울 도봉구
2023,11230,동대문구,10400,전농동,1,대지,0620,0047,청량리역 롯데캐슬 SKY-L65,2023-05-09,107300,84.98,0.0,58.0,분양권,,0,아파트,직거래,
2023,11590,동작구,10100,노량진동,1,대지,0221,0002,한림빌라(221-2),2023-05-09,30000,35.55,22.1,-1.0,,,1990,연립다세대,중개거래,서울 동작구
2023,11500,강서구,10300,화곡동,1,대지,1104,0001,모아홈타운(1104-1),2023-05-09,18000,33.32,21.12,5.0,,,2011,연립다세대,중개거래,서울 강서구
2023,11440,마포구,11100,신수동,1,대지,0462,0000,신촌숲아이파크,2023-05-09,128500,59.75,0.0,4.0,,,2019,아파트,중개거래,"서울 마포구, 서울 서대문구"
2023,11320,도봉구,10600,방학동,1,대지,0628,0029,정우그린빌라,2023-05-09,28500,44.91,25.1,2.0,,,1993,연립다세대,중개거래,서울 강동구
2023,11305,강북구,10300,수유동,1,대지,0360,0023,한일맨션(다동),2023-05-09,15000,53.64,26.68,1.0,,20230516,1998,연립다세대,직거래,
2023,11740,강동구,10600,둔촌동,1,대지,0470,0010,삼성아트빌,2023-05-09,41500,36.61,23.15,3.0,,,2017,연립다세대,중개거래,"서울 강동구, 서울 관악구"
2023,11305,강북구,10400,우이동,1,대지,0001,0000,성원상떼빌,2023-05-09,57000,84.98,0.0,13.0,,,1990,아파트,중개거래,"서울 강북구, 서울 동대문구"
2023,11710,송파구,11100,방이동,1,대지,0047,0000,잠실헤리츠,2023-05-09,17000,16.43,25.82,11.0,,,2017,오피스텔,중개거래,서울 마포구
2023,11350,노원구,10200,월계동,1,대지,0018,0000,한진한화그랑빌,2023-05-09,65000,59.94,0.0,3.0,,,2002,아파트,중개거래,서울 노원구
2023,11500,강서구,10300,화곡동,1,대지,0988,0016,럭스타운힐,2023-05-09,22000,60.58,35.79,3.0,,,2007,연립다세대,중개거래,서울 강서구
2023,11410,서대문구,11800,홍은동,1,대지,0186,0022,서강1차(1동),2023-05-09,45000,71.53,0.0,5.0,,,1988,아파트,중개거래,서울 서대문구
2023,11680,강남구,11800,도곡동,1,대지,0467,0010,오피스텔및 공동주택,2023-05-09,45000,50.57,65.21,5.0,,,1996,오피스텔,중개거래,서울 강남구
2023,11500,강서구,10200,등촌동,1,대지,0632,0002,태영,2023-05-09,60000,59.97,0.0,12.0,,,1998,아파트,중개거래,서울 강서구
2023,11680,강남구,10300,개포동,1,대지,0186,0013,메트하임,2023-05-09,30000,22.0,33.11,13.0,,,2018,오피스텔,중개거래,서울 강남구
2023,11440,마포구,10300,신공덕동,1,대지,0159,0000,신공덕래미안2차,2023-05-09,93000,59.48,0.0,11.0,,,2000,아파트,중개거래,서울 마포구
2023,11230,동대문구,10300,제기동,1,대지,1213,0000,어진재,2023-05-09,15500,15.36,0.0,3.0,,,2014,아파트,중개거래,서울 동대문구
2023,11500,강서구,10500,마곡동,1,대지,0797,0014,힐스테이트에코마곡,2023-05-09,18500,24.09,24.09,7.0,,,2016,오피스텔,중개거래,서울 강서구
2023,11440,마포구,12200,합정동,1,대지,0473,0000,마포한강2차푸르지오,2023-05-09,139300,83.45,0.0,6.0,,,2016,아파트,중개거래,서울 마포구
2023,11440,마포구,12500,성산동,1,대지,0200,0059,세명타운,2023-05-09,26000,18.97,13.86,4.0,,,2021,연립다세대,중개거래,서울 마포구
2023,11230,동대문구,11000,이문동,1,대지,0084,0000,중앙하이츠빌,2023-05-09,55000,84.81,0.0,16.0,,,2002,아파트,직거래,
